vertex angle,acceptance,stat_err
4.35,0.387363,0
4.355,0.390223,0
4.36,0.393083,0
4.365,0.395763,0
4.37,0.398263,0
4.375,0.400764,0
4.38,0.403264,0
4.385,0.405764,0
4.39,0.409167,0
4.395,0.413473,0
4.4,0.417779,0
4.405,0.422085,0
4.41,0.426391,0
4.415,0.431854,0
4.42,0.438474,0
4.425,0.445094,0
4.43,0.451713,0
4.435,0.458333,0
4.44,0.464177,0
4.445,0.469245,0
4.45,0.474314,0
4.455,0.479382,0
4.46,0.484451,0
4.465,0.486134,0
4.47,0.484431,0
4.475,0.482729,0
4.48,0.481026,0
4.485,0.479324,0
4.49,0.482649,0
4.495,0.491004,0
4.5,0.499358,0
4.505,0.507712,0
4.51,0.516066,0
4.515,0.521146,0
4.52,0.522951,0
4.525,0.524756,0
4.53,0.526561,0
4.535,0.528367,0
4.54,0.530536,0
4.545,0.53307,0
4.55,0.535604,0
4.555,0.538138,0
4.56,0.540672,0
4.565,0.545112,0
4.57,0.551459,0
4.575,0.557806,0
4.58,0.564153,0
4.585,0.5705,0
4.59,0.572379,0
4.595,0.56979,0
4.6,0.567201,0
4.605,0.564613,0
4.61,0.562024,0
4.615,0.561183,0
4.62,0.562091,0
4.625,0.563,0
4.63,0.563908,0
4.635,0.564816,0
4.64,0.567676,0
4.645,0.572489,0
4.65,0.577302,0
4.655,0.582115,0
4.66,0.586928,0
4.665,0.588317,0
4.67,0.586283,0
4.675,0.584248,0
4.68,0.582214,0
4.685,0.580179,0
4.69,0.580757,0
4.695,0.583946,0
4.7,0.587136,0
4.705,0.590325,0
4.71,0.593515,0
4.715,0.595316,0
4.72,0.59573,0
4.725,0.596144,0
4.73,0.596558,0
4.735,0.596971,0
4.74,0.597228,0
4.745,0.597327,0
4.75,0.597425,0
4.755,0.597524,0
4.76,0.597623,0
4.765,0.597814,0
4.77,0.598098,0
4.775,0.598382,0
4.78,0.598666,0
4.785,0.59895,0
4.79,0.599205,0
4.795,0.599432,0
4.8,0.599659,0
4.805,0.599887,0
4.81,0.600114,0
4.815,0.600872,0
4.82,0.602162,0
4.825,0.603452,0
4.83,0.604741,0
4.835,0.606031,0
4.84,0.605884,0
4.845,0.6043,0
4.85,0.602716,0
4.855,0.601132,0
4.86,0.599548,0
4.865,0.599082,0
4.87,0.599736,0
4.875,0.600389,0
4.88,0.601042,0
4.885,0.601696,0
4.89,0.600401,0
4.895,0.597159,0
4.9,0.593916,0
4.905,0.590674,0
4.91,0.587431,0
4.915,0.585925,0
4.92,0.586154,0
4.925,0.586384,0
4.93,0.586613,0
4.935,0.586842,0
4.94,0.589332,0
4.945,0.59408,0
4.95,0.598829,0
4.955,0.603578,0
4.96,0.608327,0
4.965,0.608777,0
4.97,0.604929,0
4.975,0.60108,0
4.98,0.597232,0
4.985,0.593383,0
4.99,0.589971,0
4.995,0.586995,0
5,0.584018,0
5.005,0.581042,0
5.01,0.578065,0
5.015,0.577287,0
5.02,0.578707,0
5.025,0.580126,0
5.03,0.581546,0
5.035,0.582966,0
5.04,0.584526,0
5.045,0.586227,0
5.05,0.587928,0
5.055,0.589629,0
5.06,0.59133,0
5.065,0.589782,0
5.07,0.584986,0
5.075,0.58019,0
5.08,0.575394,0
5.085,0.570598,0
5.09,0.568897,0
5.095,0.570292,0
5.1,0.571686,0
5.105,0.573081,0
5.11,0.574475,0
5.115,0.574367,0
5.12,0.572756,0
5.125,0.571146,0
5.13,0.569535,0
5.135,0.567924,0
5.14,0.567103,0
5.145,0.567073,0
5.15,0.567043,0
5.155,0.567012,0
5.16,0.566982,0
5.165,0.567051,0
5.17,0.567219,0
5.175,0.567387,0
5.18,0.567556,0
5.185,0.567724,0
5.19,0.567781,0
5.195,0.567728,0
5.2,0.567675,0
5.205,0.567622,0
5.21,0.567569,0
5.215,0.568238,0
5.22,0.569628,0
5.225,0.571018,0
5.23,0.572409,0
5.235,0.573799,0
5.24,0.573189,0
5.245,0.57058,0
5.25,0.567971,0
5.255,0.565362,0
5.26,0.562753,0
5.265,0.561852,0
5.27,0.562661,0
5.275,0.563469,0
5.28,0.564278,0
5.285,0.565086,0
5.29,0.56498,0
5.295,0.563958,0
5.3,0.562937,0
5.305,0.561915,0
5.31,0.560893,0
5.315,0.558676,0
5.32,0.555264,0
5.325,0.551852,0
5.33,0.548439,0
5.335,0.545027,0
5.34,0.542608,0
5.345,0.541182,0
5.35,0.539756,0
5.355,0.53833,0
5.36,0.536904,0
5.365,0.53618,0
5.37,0.536159,0
5.375,0.536137,0
5.38,0.536115,0
5.385,0.536094,0
5.39,0.537432,0
5.395,0.54013,0
5.4,0.542828,0
5.405,0.545526,0
5.41,0.548224,0
5.415,0.548337,0
5.42,0.545865,0
5.425,0.543393,0
5.43,0.540921,0
5.435,0.538449,0
5.44,0.537606,0
5.445,0.538393,0
5.45,0.53918,0
5.455,0.539967,0
5.46,0.540755,0
5.465,0.53914,0
5.47,0.535122,0
5.475,0.531105,0
5.48,0.527087,0
5.485,0.52307,0
5.49,0.520677,0
5.495,0.51991,0
5.5,0.519143,0
5.505,0.518376,0
5.51,0.517608,0
5.515,0.518296,0
5.52,0.520439,0
5.525,0.522582,0
5.53,0.524724,0
5.535,0.526867,0
5.54,0.526844,0
5.545,0.524655,0
5.55,0.522466,0
5.555,0.520276,0
5.56,0.518087,0
5.565,0.51577,0
5.57,0.513324,0
5.575,0.510878,0
5.58,0.508433,0
5.585,0.505987,0
5.59,0.504922,0
5.595,0.505237,0
5.6,0.505553,0
5.605,0.505869,0
5.61,0.506184,0
5.615,0.505099,0
5.62,0.502612,0
5.625,0.500125,0
5.63,0.497638,0
5.635,0.495151,0
5.64,0.493006,0
5.645,0.491202,0
5.65,0.489397,0
5.655,0.487593,0
5.66,0.485789,0
5.665,0.480101,0
5.67,0.470528,0
5.675,0.460956,0
5.68,0.451383,0
5.685,0.441811,0
5.69,0.438746,0
5.695,0.442188,0
5.7,0.445631,0
5.705,0.449074,0
5.71,0.452516,0
5.715,0.455575,0
5.72,0.45825,0
5.725,0.460925,0
5.73,0.463601,0
5.735,0.466276,0
5.74,0.463519,0
5.745,0.45533,0
5.75,0.447142,0
5.755,0.438953,0
5.76,0.430765,0
5.765,0.423588,0
5.77,0.417425,0
5.775,0.411261,0
5.78,0.405098,0
5.785,0.398934,0
5.79,0.395548,0
5.795,0.394939,0
5.8,0.394331,0
5.805,0.393722,0
5.81,0.393113,0
5.815,0.38996,0
5.82,0.384262,0
5.825,0.378565,0
5.83,0.372867,0
5.835,0.367169,0
5.84,0.364636,0
5.845,0.365267,0
5.85,0.365897,0
5.855,0.366528,0
5.86,0.367159,0
5.865,0.364391,0
5.87,0.358223,0
5.875,0.352056,0
5.88,0.345888,0
5.885,0.339721,0
5.89,0.334207,0
5.895,0.329346,0
5.9,0.324486,0
5.905,0.319625,0
5.91,0.314765,0
5.915,0.312756,0
5.92,0.313598,0
5.925,0.314441,0
5.93,0.315284,0
5.935,0.316127,0
5.94,0.315361,0
5.945,0.312985,0
5.95,0.31061,0
5.955,0.308234,0
5.96,0.305859,0
5.965,0.300659,0
5.97,0.292633,0
5.975,0.284607,0
5.98,0.276581,0
5.985,0.268556,0
5.99,0.263162,0
5.995,0.260399,0
6,0.257637,0
6.005,0.254875,0
6.01,0.252113,0
6.015,0.247367,0
6.02,0.240638,0
6.025,0.233909,0
6.03,0.22718,0
6.035,0.220452,0
6.04,0.215788,0
6.045,0.21319,0
6.05,0.210593,0
6.055,0.207995,0
6.06,0.205397,0
6.065,0.20038,0
6.07,0.192945,0
6.075,0.185509,0
6.08,0.178073,0
6.085,0.170638,0
6.09,0.167805,0
6.095,0.169576,0
6.1,0.171347,0
6.105,0.173118,0
6.11,0.174889,0
6.115,0.172523,0
6.12,0.166019,0
6.125,0.159515,0
6.13,0.15301,0
6.135,0.146506,0
6.14,0.14299,0
6.145,0.142463,0
6.15,0.141935,0
6.155,0.141407,0
6.16,0.140879,0
6.165,0.138843,0
6.17,0.1353,0
6.175,0.131756,0
6.18,0.128212,0
6.185,0.124668,0
6.19,0.121422,0
6.195,0.118472,0
6.2,0.115522,0
6.205,0.112572,0
6.21,0.109622,0
6.215,0.105896,0
6.22,0.101395,0
6.225,0.0968933,0
6.23,0.0923918,0
6.235,0.0878903,0
6.24,0.0854526,0
6.245,0.0850786,0
6.25,0.0847047,0
6.255,0.0843308,0
6.26,0.0839569,0
6.265,0.0817926,0
6.27,0.0778379,0
6.275,0.0738832,0
6.28,0.0699285,0
6.285,0.0659738,0
6.29,0.0638131,0
6.295,0.0634462,0
6.3,0.0630793,0
6.305,0.0627124,0
6.31,0.0623455,0
6.315,0.0599498,0
6.32,0.0555254,0
6.325,0.0511009,0
6.33,0.0466765,0
6.335,0.0422521,0
6.34,0.0412142,0
6.345,0.0435628,0
6.35,0.0459115,0
6.355,0.0482601,0
6.36,0.0506088,0
6.365,0.0500169,0
6.37,0.0464846,0
6.375,0.0429522,0
6.38,0.0394198,0
6.385,0.0358875,0
6.39,0.0335654,0
6.395,0.0324537,0
6.4,0.0313419,0
6.405,0.0302302,0
6.41,0.0291185,0
6.415,0.0282062,0
6.42,0.0274933,0
6.425,0.0267805,0
6.43,0.0260677,0
6.435,0.0253548,0
6.44,0.024424,0
6.445,0.0232752,0
6.45,0.0221264,0
6.455,0.0209775,0
6.46,0.0198287,0
6.465,0.0191726,0
6.47,0.0190091,0
6.475,0.0188456,0
6.48,0.0186821,0
6.485,0.0185186,0
6.49,0.0176811,0
6.495,0.0161695,0
6.5,0.0146579,0
6.505,0.0131463,0
6.51,0.0116347,0
6.515,0.0106356,0
6.52,0.010149,0
6.525,0.00966229,0
6.53,0.00917562,0
6.535,0.00868895,0
6.54,0.00842364,0
6.545,0.00837967,0
6.55,0.00833571,0
6.555,0.00829174,0
6.56,0.00824777,0
6.565,0.00820008,0
6.57,0.00814865,0
6.575,0.00809723,0
6.58,0.00804581,0
6.585,0.00799438,0
6.59,0.00767469,0
6.595,0.00708673,0
6.6,0.00649877,0
6.605,0.00591081,0
6.61,0.00532285,0
6.615,0.00496017,0
6.62,0.00482275,0
6.625,0.00468534,0
6.63,0.00454792,0
6.635,0.0044105,0
6.64,0.00440445,0
6.645,0.00452976,0
6.65,0.00465507,0
6.655,0.00478038,0
6.66,0.00490569,0
6.665,0.0048746,0
6.67,0.00468712,0
6.675,0.00449964,0
6.68,0.00431216,0
6.685,0.00412468,0
6.69,0.00394541,0
6.695,0.00377435,0
6.7,0.00360329,0
6.705,0.00343223,0
6.71,0.00326118,0
6.715,0.00313711,0
6.72,0.00306003,0
6.725,0.00298295,0
6.73,0.00290587,0
6.735,0.00282879,0
6.74,0.00275432,0
6.745,0.00268246,0
6.75,0.0026106,0
6.755,0.00253873,0
6.76,0.00246687,0
6.765,0.0023371,0
6.77,0.00214941,0
6.775,0.00196173,0
6.78,0.00177405,0
6.785,0.00158636,0
6.79,0.00145176,0
6.795,0.00137025,0
6.8,0.00128873,0
6.805,0.00120721,0
6.81,0.0011257,0
6.815,0.00116154,0
6.82,0.00131473,0
6.825,0.00146793,0
6.83,0.00162113,0
6.835,0.00177432,0
6.84,0.00178104,0
6.845,0.00164127,0
6.85,0.0015015,0
6.855,0.00136173,0
6.86,0.00122196,0
6.865,0.0011913,0
6.87,0.00126973,0
6.875,0.00134817,0
6.88,0.00142661,0
6.885,0.00150505,0
6.89,0.0015464,0
6.895,0.00155067,0
6.9,0.00155495,0
6.905,0.00155922,0
6.91,0.00156349,0
6.915,0.00152318,0
6.92,0.00143829,0
6.925,0.0013534,0
6.93,0.00126851,0
6.935,0.00118363,0
6.94,0.00102706,0
6.945,0.000798826,0
6.95,0.00057059,0
6.955,0.000342354,0
6.96,0.000114118,0
6.965,0.00020971,0
6.97,0.00062913,0
6.975,0.00104855,0
6.98,0.00146797,0
6.985,0.00188739,0
6.99,0.00204482,0
6.995,0.00194027,0
7,0.00183571,0
7.005,0.00173116,0
7.01,0.00162661,0
7.015,0.00149547,0
7.02,0.00133775,0
7.025,0.00118003,0
7.03,0.00102231,0
7.035,0.000864589,0
7.04,0.000829871,0
7.045,0.000918155,0
7.05,0.00100644,0
7.055,0.00109472,0
7.06,0.00118301,0
7.065,0.00110444,0
7.07,0.000859005,0
7.075,0.000613575,0
7.08,0.000368145,0
7.085,0.000122715,0
7.09,0,0
7.095,0,0
7.1,0,0
7.105,0,0
7.11,0,0
7.115,0,0
7.12,0,0
7.125,0,0
7.13,0,0
7.135,0,0
7.14,0.000126154,0
7.145,0.000378461,0
7.15,0.000630769,0
7.155,0.000883077,0
7.16,0.00113538,0
7.165,0.00117948,0
7.17,0.00101537,0
7.175,0.000851263,0
7.18,0.000687152,0
7.185,0.000523042,0
7.19,0.000528776,0
7.195,0.000704354,0
7.2,0.000879932,0
7.205,0.00105551,0
7.21,0.00123109,0
7.215,0.00118699,0
7.22,0.000923213,0
7.225,0.000659438,0
7.23,0.000395663,0
7.235,0.000131888,0
7.24,0,0
7.245,0,0
7.25,0,0
7.255,0,0
7.26,0,0
7.265,0,0
7.27,0,0
7.275,0,0
7.28,0,0
7.285,0,0
7.29,0,0
7.295,0,0
7.3,0,0
7.305,0,0
7.31,0,0
7.315,0,0
7.32,0,0
7.325,0,0
7.33,0,0
7.335,0,0
7.34,0,0
7.345,0,0
7.35,0,0
7.355,0,0
7.36,0,0
7.365,0,0
7.37,0,0
7.375,0,0
7.38,0,0
7.385,0,0
7.39,0,0
7.395,0,0
7.4,0,0
7.405,0,0
7.41,0,0
7.415,4.70882e-05,0
7.42,0.000141265,0
7.425,0.000235441,0
7.43,0.000329617,0
7.435,0.000423794,0
7.44,0.000423794,0
7.445,0.000329617,0
7.45,0.000235441,0
7.455,0.000141265,0
7.46,4.70882e-05,0
7.465,9.83526e-05,0
7.47,0.000295058,0
7.475,0.000491763,0
7.48,0.000688468,0
7.485,0.000885173,0
7.49,0.000885173,0
7.495,0.000688468,0
7.5,0.000491763,0
7.505,0.000295058,0
7.51,9.83526e-05,0
7.515,0,0
7.52,0,0
7.525,0,0
7.53,0,0
7.535,0,0
7.54,0,0
7.545,0,0
7.55,0,0
7.555,0,0
7.56,0,0
7.565,0,0
7.57,0,0
7.575,0,0
7.58,0,0
7.585,0,0
7.59,0,0
7.595,0,0
7.6,0,0
7.605,0,0
7.61,0,0
7.615,0,0
7.62,0,0
7.625,0,0
7.63,0,0
7.635,0,0
7.64,0,0
7.645,0,0
7.65,0,0
7.655,0,0
7.66,0,0
7.665,0,0
7.67,0,0
7.675,0,0
7.68,0,0
7.685,0,0
7.69,0,0
7.695,0,0
7.7,0,0
7.705,0,0
7.71,0,0
7.715,0,0
7.72,0,0
7.725,0,0
7.73,0,0
7.735,0,0
7.74,0,0
7.745,0,0
7.75,0,0
7.755,0,0
7.76,0,0
7.765,0,0
7.77,0,0
7.775,0,0
7.78,0,0
7.785,0,0
7.79,0,0
7.795,0,0
7.8,0,0
7.805,0,0
7.81,0,0
7.815,0,0
7.82,0,0
7.825,0,0
7.83,0,0
7.835,0,0
7.84,0,0
7.845,0,0
7.85,0,0
7.855,0,0
7.86,0,0
7.865,0,0
7.87,0,0
7.875,0,0
7.88,0,0
7.885,0,0
7.89,0,0
7.895,0,0
7.9,0,0
7.905,0,0
7.91,0,0
7.915,0,0
7.92,0,0
7.925,0,0
7.93,0,0
7.935,0,0
7.94,0,0
7.945,0,0
7.95,0,0
7.955,0,0
7.96,0,0
7.965,0,0
7.97,0,0
7.975,0,0
7.98,0,0
7.985,0,0
7.99,0,0
7.995,0,0
